headline,date,textblob_score,vader_score,average_score,sentiment_category
"

                                Red alert: XRP price loses key support and forms a death cross                            
",07/04/2025,-0.075,-0.3182,-0.1966,Neutral
"

                                ETH, SOL, DOGE, XRP crash amid crypto market sell-off                            
",07/04/2025,0.0,-0.4019,-0.20095,Slightly Bearish
"

                                Cryptocurrencies to watch this week: Aptos, XRP, Solana                            
",06/04/2025,0.0,0.0,0.0,Neutral
"

                                XRP, ADA  crash after Trump tariffs, traders race to this altcoin breaking records in March                            
",04/04/2025,0.0,-0.4019,-0.20095,Slightly Bearish
"

                                It’s happening fast: BlockDAG attracts crypto whales from Ethereum, XRP with viral keynote 3                            
",04/04/2025,0.2,0.4019,0.30095,Slightly Bullish
"

                                Coinbase eyes April launch for XRP futures, files CFTC application                            
",04/04/2025,0.0,0.0,0.0,Neutral
"

                                XRP whales pivot to Yeti Ouro’s presale, betting on the future of blockchain gaming                            
",03/04/2025,0.0,0.0,0.0,Neutral
"

                                BTC, ETH, XRP prices crash as Nasdaq, major indices plunge                            
",03/04/2025,0.0625,-0.4019,-0.1697,Neutral
"

                                Innovation and combination: XRP enthusiasts teach users how to earn with SAVVY MINING                            
",03/04/2025,0.0,0.6124,0.3062,Slightly Bullish
"

                                XRP, Pi coin may drop to $0.50, but this altcoin is tipped for further 500% gains                            
",02/04/2025,0.0,0.3716,0.1858,Neutral
"

                                XRP price hangs on a thread as Kraken adds RLUSD                            
",02/04/2025,0.0,0.0,0.0,Neutral
"

                                ExoraPad EXP presale surpasses 60,000 XRP raised, set to launch on exchanges                             
",02/04/2025,0.0,0.0,0.0,Neutral
"

                                XRP investors eye Panshibi as Binance, Coinbase approval rumors gain momentum                            
",01/04/2025,0.0,0.7579,0.37895,Slightly Bullish
"

                                XRP price is down 35% from the YTD high: will it rebound in April?                            
",01/04/2025,0.0022222222222222227,0.0,0.0011111111111111113,Neutral
"

                                This $0.024 altcoin could give better gains than XRP                            
",01/04/2025,0.5,0.6486,0.5743,Bullish
"

                                Ripple price prediction April 2025 – XRP price short term rally coming?                            
",01/04/2025,0.0,0.0,0.0,Neutral
"

                                Analyst makes chilling XRP forecast, investors scramble to revenue sharing altcoin for refuge                            
",30/03/2025,-0.5,0.4019,-0.04905000000000001,Neutral
"

                                XRP price could fall below $1.50 in April, investors turn to hyped crypto Remittix                            
",30/03/2025,0.0,0.0,0.0,Neutral
"

                                XRP price loses momentum, risking a crash to $1 if this happens                            
",29/03/2025,-0.3,-0.743,-0.5215,Bearish
"

                                Seasoned traders reveal leading crypto for 2025 and it’s not XRP or Solana                            
",29/03/2025,0.25,0.0,0.125,Neutral
"

                                Top 3 crypto tokens to survive Donald Trump’s tariff war: Bitcoin, Dogecoin, XRP                            
",28/03/2025,0.5,-0.4767,0.011649999999999994,Neutral
"

                                XRP whales shift focus to ExoraPad as EXP token presale soars amid crypto market decline                            
",28/03/2025,0.0,0.0,0.0,Neutral
"

                                XRP reaching $11 could 5x $5000, but this token could grow it 17500%                            
",28/03/2025,0.0,0.1027,0.05135,Neutral
"

                                Solana and XRP crash but is the worst yet to come? Investors divert to altcoin up 520%                            
",28/03/2025,-1.0,-0.8176,-0.9088,Bearish
"

                                CATZILLA claws its way to 500x potential as XRP targets a $150b market cap                            
",28/03/2025,0.0,0.0,0.0,Neutral
"

                                ETH holds above $2k, XRP faces resistance; BlockDAG drops $60k Testnet Campaign in latest AMA update                            
",27/03/2025,0.25,0.0,0.125,Neutral
"

                                XRPTurbo: The first launchpad built for the XRP ledger surpasses 260,000 XRP in presale                            
",27/03/2025,0.25,0.0,0.125,Neutral
"

                                XRP struggles to break $2.50; Investors flock to rival payment altcoin on signs of buyer exhaustion                            
",27/03/2025,0.0,-0.6124,-0.3062,Slightly Bearish
"

                                XRP defies market slump, closes in on top-three crypto spot                            
",26/03/2025,0.5,0.2023,0.35115,Slightly Bullish
"

                                XRP, SOL set to continue rally but this viral altcoin leads the market                            
",26/03/2025,0.0,0.0,0.0,Neutral
"

                                XRP whales flock to XRPTurbo presale, nearly 200,000 XRP raised with only 4 days left                            
",25/03/2025,0.03333333333333333,0.0,0.016666666666666666,Neutral
"

                                Can XRP price hit $5? Ripple CEO Garlinghouse eyes SWIFT disruption                            
",25/03/2025,0.0,-0.1779,-0.08895,Neutral
"

                                XRP climbs, SOL recovers while experts bet on this new crypto                            
",25/03/2025,0.13636363636363635,0.0,0.06818181818181818,Neutral
"

                                XRP outpaces Solana in spot trading as future launch looms                            
",25/03/2025,0.0,-0.1531,-0.07655,Neutral
"

                                New altcoin at $0.007 prepares to challenge XRP with $5 target                            
",25/03/2025,0.13636363636363635,0.0772,0.10678181818181817,Neutral
"

                                Lightchain AI’s crypto presale breaks $17.9m, ready to propel the bull run with XRP and ADA                            
",24/03/2025,0.2,0.3612,0.2806,Slightly Bullish
"

                                Analysts predict XRP surge to $9-$10 and 5000% rally for new Ripple rival                            
",24/03/2025,0.13636363636363635,0.0,0.06818181818181818,Neutral
"

                                Lightchain AI sees growth while Ripple’s XRP responds to market changes                            
",23/03/2025,0.0,0.3818,0.1909,Neutral
